Gene,Log2FC_B1,stat_B1,pval_B1,Log2FC_B2,stat_B2,pval_B2,significance
AZGP1P2,0.8732817577768734,2.8413081856320552,0.0044928870774134265,0.6707174893437452,0.9211715590448611,0.35696086452949455,Both_up
B2M,-0.35548946803580983,-2.5386376459154736,0.011128501696691882,-0.07221525921413788,-0.30559121449478016,0.7599159104992506,Both_down
B4GALT5,-0.15428591519171223,-2.045851671471919,0.04077096644756735,-0.045753618645992394,-0.31864932927027945,0.749992442418825,Both_down
B9D2,-0.5632818504188317,-3.344695237005164,8.237303063672167e-4,-0.3503029895497246,-0.9955309095694929,0.31947811877108745,Both_down
BAALC,0.23644465853975247,1.989081737846457,0.046692181706749034,0.022155679685549424,0.10636577075767933,0.9152921499553045,Both_up
BAAT,0.41198195552010286,2.000400422730244,0.04545704278609917,0.09450689504954424,0.2005043012379254,0.8410861943985097,Both_up
BAG4,-0.14671716314204497,-2.0972680709567166,0.03596985163659189,-0.1040896607349329,-0.7838605846614599,0.43312191976160114,Both_down
BAGE2,0.34150892094993923,2.317428266738559,0.020480414031790215,0.7342772626492148,1.1774285405046507,0.23902450392121846,Both_up
BANCR,0.9087610871791175,2.4396441615911595,0.014701735412280436,3.194178889103298,1.9378899373590877,0.05263665189712655,Both_up
BANF1P1,-0.4733700629933114,-2.373325698743105,0.0176287112796316,-0.5195479623687925,-2.181597882581621,0.029139223299097888,Both_down
BCDIN3D-AS1,0.4174073633146995,3.2021770386051354,0.0013639314540773231,0.017573018932119676,0.059633376028939346,0.9524476354341098,Both_up
BCHE,0.5526140055044685,2.9610233544450435,0.00306618687578451,1.3618841310487502,2.5461633390763794,0.010891421229242514,Both_up
BCL6,-0.3090692475950518,-3.044484807122247,0.002330792024811147,-0.08502999259710768,-0.4789467468030562,0.6319765137858535,Both_down
BHLHA15,-0.48221080083104695,-2.308116029943172,0.0209926838395584,-0.3155688263786371,-1.0045687804786017,0.3151045364378419,Both_down
BHLHE22,0.43192780682161014,2.652897772541539,0.00798040363404814,0.4471451858212774,1.6303658512098111,0.10302419750305626,Both_up
BHMT,0.36197990486720333,2.3044588628193856,0.021196899027018837,0.7078470028980915,1.4784713154475688,0.13928166932782865,Both_up
BIN2,-0.3329057907761632,-2.0407041369682153,0.041280243918534125,-3.650732436804242e-4,-0.0011501639025672872,0.9990823021820824,Both_down
BIRC2,-0.17199659996131544,-2.5934453978738903,0.009501962592493706,-0.16983452185526723,-1.4674532974057568,0.1422527849775373,Both_down
BIRC5,-0.8862133444053512,-4.387585453893348,1.1461596682014633e-5,-0.7766431306729346,-1.0754227368639215,0.28218550672941006,Both_down
BLCAP,-0.23033932211442895,-3.1459819106625,0.0016553024332659025,-0.13977384502354123,-1.228168776158904,0.2193836172530665,Both_down
BMP2K,0.3318791084896924,2.4238820187645587,0.01535559325814361,0.1427968532806829,0.6579366949710179,0.510578810165054,Both_up
BMPR2,-0.14374187644586564,-2.2362616235638972,0.025334638699303098,-0.060818197674882654,-0.6553843173978152,0.5122203460014081,Both_down
BNIP1,0.28554077446343246,2.4009163904720703,0.01635407268857092,0.3019731114649789,1.2007465159412383,0.22984954432095187,Both_up
BNIP2,-0.11655941628608694,-1.9674407430251766,0.04913242112261784,-0.08297545623828297,-0.9101518613525227,0.36274242727204536,Both_down
BNIP3L,-0.7237080055221642,-3.9139622152214977,9.079384936931473e-5,-0.19544413055999194,-0.8256539347450174,0.40900043044513346,Both_down
BPNT2,-0.1702052651751532,-1.9656181979552638,0.04934273039192571,-0.13436594976428834,-0.8992428879896809,0.36852330063563726,Both_down
BPNT2P1,0.6924821669206607,2.029883260430042,0.04236840701228481,0.5500611928493916,0.8053305467894737,0.4206289588479837,Both_up
BRCA2,0.23436115241953892,2.3731814659843518,0.017635597144517377,0.13042619749279055,0.7141609367107004,0.4751276688342599,Both_up
BRCC3,0.28906906577205377,3.008596063269398,0.002624578132463218,0.04332386123524447,0.2086420080639414,0.834727714498263,Both_up
BRD7P6,0.2810577043477596,2.257679521397208,0.023965646872896745,1.357816805970457,2.0469057682957335,0.0406673376302665,Both_up
BSND,0.26038554041394035,2.0981470954669525,0.03589215336705659,0.9819300009996229,1.3984072479266103,0.1619908078961816,Both_up
BST1,0.28746433343277955,2.293498147638291,0.021819341883004696,0.1412611123515017,0.4369778678308472,0.6621273988780154,Both_up
BTBD8,0.20471753807498133,2.046225917307808,0.04073414854577772,0.33721353027597106,1.96015615819701,0.04997754102443812,Both_up
BTG1,-0.2072941443396024,-2.0993171128010535,0.03578895588415653,-0.15868785631154048,-1.2570263483405109,0.20874409482518985,Both_down
BTK,0.32149875223223245,2.5142350259924973,0.01192909069050291,0.01818496747320356,0.056231973835328415,0.9551570100141572,Both_up
BUB1,0.47502715001411505,2.4505720218833784,0.014262942565567776,0.5128555839466361,1.4194490786335034,0.15576813257694352,Both_up
BUB1B,0.38786808245669363,2.255890460101442,0.02407749213095558,0.12884827094953133,0.36613681241930573,0.7142629894902297,Both_up
BZW2,0.18286783450645316,2.0435695976920942,0.04099608528048921,0.03783270728374151,0.2328498441310141,0.8158780064963193,Both_up
C10orf88,0.3260176448550016,2.909320534116039,0.003622152812072943,0.09635812323567838,0.5249336851286642,0.5996292916187582,Both_up
C12orf40,0.3316695050227602,2.0321870220007647,0.04213472623191829,0.0591797869836067,0.2057300453903579,0.8370017877248775,Both_up
C12orf43,0.22674997693277812,2.607951295078234,0.0091085913576365,0.008023593572095658,0.05017940670602439,0.9599794219449247,Both_up
C13orf42,0.4584060973504903,3.068404404988057,0.002152051695188593,0.8377626880008489,1.054759738139348,0.29153522270489346,Both_up
C15orf39,-0.2294987835503678,-2.12667924611502,0.03344674306191718,-0.12982700983602555,-0.6497538852129557,0.5158512108739499,Both_down
C1D,0.2916226700426692,2.4189335882277794,0.015566081854132387,0.10377787960613893,0.5890353153856279,0.5558375835270499,Both_up
C22orf42,0.45475104401329214,2.574193589647314,0.01004740377776017,0.9463203112768799,0.8728764594539533,0.38273041860024165,Both_up
C2orf78,0.4652024670988575,2.794044897300737,0.005205325118982745,1.214341342401071,1.0990180025423837,0.27176021356203167,Both_up
C4BPA,0.3848312381765479,2.1527654682671984,0.03133711531633714,0.10203338781940198,0.31367928012976015,0.7537646391335502,Both_up
C4BPAP1,0.29197505528337514,2.6205628794475735,0.008778473967900787,0.2147010394523083,1.0618137810544974,0.28832023228162673,Both_up
C4BPAP2,0.35365485220874404,2.2549182122356433,0.024138462941039718,0.049313826165351786,0.19688667518442396,0.8439162212491121,Both_up
C8orf34,0.3155781517497,2.2286891677110043,0.02583459349356619,0.5535331734488897,1.5557002440410943,0.11977938853155005,Both_up
CA3,-0.6148643628502044,-2.1421388255700724,0.03218231242711316,-0.18183036913551012,-0.6007439502058475,0.5480105411618492,Both_down
CA8,0.34749018494124606,1.9872702042268837,0.04689246168409352,0.13272469051880173,0.3630499701375322,0.716567556442828,Both_up
CACNA1D,0.3780497525371974,2.847681629644366,0.004403895629589244,0.45831491127553914,1.287726855745399,0.19784106162600312,Both_up
CACNA1E,0.23749447578494629,2.3306761128843108,0.019770444678716102,0.6768914064238761,1.4774534757177116,0.1395541206667874,Both_up
CACNG4,0.34831038118096075,2.2680292537016706,0.02332742372595192,0.1188886258889778,0.31093531375084477,0.7558497976878291,Both_up
CACNG6,0.3032332821942941,2.0743657147085117,0.03804535895549947,1.082044763393738,1.094641679978808,0.2736736479445103,Both_up
CADM3-AS1,0.32335543038440046,2.2800502061092778,0.022604710964873025,0.2704078270020357,1.0940163015739672,0.27394782870393847,Both_up
CADPS2,0.2988751049230656,2.559155708182283,0.010492673246993291,0.09967902389065728,0.49827172362209715,0.6182925351715713,Both_up
CALD1,-0.2521864801223092,-2.3281227421220465,0.019905587024494305,-0.03016610541411999,-0.20385895408598356,0.8384637213495139,Both_down
CALN1,0.23622606629220397,2.3785174366082766,0.017382414806625588,0.10962663882555838,0.37347843723303015,0.7087923908482927,Both_up
CAPN13,0.5668241229786692,3.080362641201428,0.0020674869442345767,0.24793392879506526,0.567139989103524,0.5706190759022745,Both_up
CAPN8,0.538308550627486,2.5396922954627588,0.011095003442168832,0.4783233067582563,0.9727279995613569,0.33068850547631384,Both_up
CAPRIN2,0.16988245999584622,2.694931412525056,0.0070403121407708125,0.011487824546702524,0.09233124743162922,0.926434862538737,Both_up
CAPZA1P1,0.7632654608308019,3.8023808124745866,1.4331221683500054e-4,0.0965248117953273,0.13424659651913867,0.8932075806687632,Both_up
CARHSP1,-0.23830502872699616,-3.455246218581737,5.497904982029549e-4,-0.08243662393047911,-0.8097590005177976,0.4180787007728822,Both_down
CARM1P1,0.3866272240351165,3.243004707985763,0.0011827625674160876,0.2702738207964878,0.5628170835743349,0.5735594461157414,Both_up
CARMN,-0.6244874707041306,-4.143234039023435,3.424421572051863e-5,-0.011442812964989857,-0.052552606406471074,0.958088379360085,Both_down
CASC16,0.9715613580506253,3.151295871801799,0.0016254773871238496,2.2387652360656563,2.3296609353773277,0.019824078771327327,Both_up
CASC8,0.5019030123532525,2.993528231822524,0.002757719937206329,0.04430042253313717,0.08467397686326598,0.9325205851047216,Both_up
CASP1P3,0.548329971346755,2.3499119366658103,0.018777853130351317,0.10748239227000558,0.10687722186758739,0.9148863839856975,Both_up
CAST,-0.15388700480493442,-2.1182805192178855,0.03415131746429777,-0.008855278620078753,-0.08388332506215118,0.933149197501848,Both_down
CASTOR2,0.15721839037457055,2.209051236020703,0.027171077364981422,0.03673193816157562,0.28828614781242456,0.7731277097127743,Both_up
CAV2,-0.6293469039363927,-4.272008113561586,1.9372052615800365e-5,-0.01727174440245639,-0.07595141590642228,0.9394577509786306,Both_down
CBL,-0.157954004193266,-2.4780109031044253,0.013211710792256486,-0.1081056973189333,-0.8174868435515591,0.4136502648275741,Both_down
CCBE1,0.3214436856828194,2.5987940196158776,0.009355189044894643,0.6772608120533149,1.7980382782415485,0.07217094204810624,Both_up
CCDC110,0.6096628621370217,3.431710850927839,5.997866771961837e-4,0.04521124983708913,0.11663333057057053,0.907150623995888,Both_up
CCDC149,0.2325096265359887,2.649586322661302,0.008059038139780386,0.15082390707569107,0.8644787595724799,0.38732494359622244,Both_up
CCDC15,0.35000740555410337,2.939053649865731,0.003292160816491692,0.16183386266818264,0.765211310066099,0.4441457259378059,Both_up
CCDC158,0.33872268281936757,2.7286651388694185,0.006359124140380875,0.18923983494391727,0.5934115347462908,0.5529057712655043,Both_up
CCDC160,0.7905317596084528,3.446621094838679,5.676441040977635e-4,0.3892452550963853,0.8816010941846806,0.3779925632137984,Both_up
CCDC168,0.33485565091614894,2.3809532085139002,0.017267905203789624,0.18679466820316892,0.5090426313034957,0.6107223424190709,Both_up
CCDC170,0.3628331013201195,2.2273803490927597,0.025921864620925297,0.4097764762719791,1.408195469534814,0.1590731974203734,Both_up
CCDC171,0.1994962985105724,2.42558434258535,0.01528376389945936,0.03637741735094195,0.2536859727117566,0.7997381717833607,Both_up
CCDC175,0.3956514977779327,2.4517907036157345,0.014214731482827229,0.24730608596709702,0.5700590744276605,0.5686376316178265,Both_up
CCDC196,0.3784183469814331,2.404332380636875,0.016202034508413826,0.055968995894284,0.2557144748043975,0.7981713174183592,Both_up
CCDC30,0.20359671218643063,2.1620120403066525,0.030617248139348737,0.010542680713091213,0.06248463578559987,0.9501768968971005,Both_up
CCDC50,-0.16563397526411405,-2.1581410599159963,0.030916866241199124,-0.12994823518363233,-1.115906555496718,0.2644621354481201,Both_down
CCDC71,0.2625223136542535,2.2721600569216247,0.02307684481629105,0.33872175763071777,1.7677615499563748,0.07710077537798941,Both_up
CCDC77,0.35121501705680963,3.945430439541363,7.965675467951027e-5,0.34142593550426115,2.501439246179897,0.012368966252702127,Both_up
